# Pathway	PD_100P_Abundance	PD_104P_Abundance	PD_105P_Abundance	PD_107P_Abundance	PD_108S_Abundance	PD_109S_Abundance	PD_10P_Abundance	PD_110S_Abundance	PD_111P_Abundance	PD_112S_Abundance	PD_113P_Abundance	PD_114P_Abundance	PD_115S_Abundance	PD_116P_Abundance	PD_117_Abundance	PD_118_Abundance	PD_119P_Abundance	PD_11P_Abundance	PD_120S_Abundance	PD_121S_Abundance	PD_122S_Abundance	PD_123P_Abundance	PD_126P_Abundance	PD_127S_Abundance	PD_128S_Abundance	PD_129P_Abundance	PD_12P_Abundance	PD_130S_Abundance	PD_131P_Abundance	PD_134S_Abundance	PD_137P_Abundance	PD_138S_Abundance	PD_13P_Abundance	PD_140S_Abundance	PD_141P_Abundance	PD_142S_Abundance	PD_145P_Abundance	PD_146S_Abundance	PD_147_Abundance	PD_148P_Abundance	PD_149S_Abundance	PD_14P_Abundance	PD_150P_Abundance	PD_151S_Abundance	PD_152P_Abundance	PD_153S_Abundance	PD_156P_Abundance	PD_157S_Abundance	PD_158P_Abundance	PD_159S_Abundance	PD_15P_Abundance	PD_160P_Abundance	PD_161S_Abundance	PD_162P_Abundance	PD_163S_Abundance	PD_164P_Abundance	PD_165S_Abundance	PD_166_Abundance	PD_167P_Abundance	PD_169P_Abundance	PD_16P_Abundance	PD_170S_Abundance	PD_171P_Abundance	PD_172S_Abundance	PD_173P_Abundance	PD_174S_Abundance	PD_175P_Abundance	PD_176S_Abundance	PD_177P_Abundance	PD_178S_Abundance	PD_179P_Abundance	PD_180S_Abundance	PD_181P_Abundance	PD_182S_Abundance	PD_183P_Abundance	PD_184S_Abundance	PD_188S_Abundance	PD_189P_Abundance	PD_190S_Abundance	PD_191P_Abundance	PD_192S_Abundance	PD_193P_Abundance	PD_194S_Abundance	PD_195_Abundance	PD_196_Abundance	PD_197_Abundance	PD_198_Abundance	PD_199P_Abundance	PD_1P_Abundance	PD_200S_Abundance	PD_203_Abundance	PD_204_Abundance	PD_205P_Abundance	PD_206S_Abundance	PD_207P_Abundance	PD_208S_Abundance	PD_209P_Abundance	PD_210S_Abundance	PD_211P_Abundance	PD_212S_Abundance	PD_213S_Abundance	PD_214S_Abundance	PD_215S_Abundance	PD_216S_Abundance	PD_217P_Abundance	PD_218S_Abundance	PD_221P_Abundance	PD_222S_Abundance	PD_223P_Abundance	PD_224S_Abundance	PD_225P_Abundance	PD_226S_Abundance	PD_227P_Abundance	PD_228S_Abundance	PD_229P_Abundance	PD_230S_Abundance	PD_231P_Abundance	PD_232S_Abundance	PD_25P_Abundance	PD_26P_Abundance	PD_27P_Abundance	PD_28P_Abundance	PD_29P_Abundance	PD_2P_Abundance	PD_30P_Abundance	PD_31P_Abundance	PD_32P_Abundance	PD_33P_Abundance	PD_34P_Abundance	PD_35P_Abundance	PD_36P_Abundance	PD_38P_Abundance	PD_39P_Abundance	PD_3P_Abundance	PD_40P_Abundance	PD_41P_Abundance	PD_42P_Abundance	PD_43P_Abundance	PD_44P_Abundance	PD_45P_Abundance	PD_46P_Abundance	PD_47P_Abundance	PD_48P_Abundance	PD_4P_Abundance	PD_50P_Abundance	PD_51P_Abundance	PD_52P_Abundance	PD_53P_Abundance	PD_54P_Abundance	PD_55P_Abundance	PD_56P_Abundance	PD_57P_Abundance	PD_58P_Abundance	PD_59P_Abundance	PD_5P_Abundance	PD_60P_Abundance	PD_63P_Abundance	PD_64P_Abundance	PD_65P_Abundance	PD_66P_Abundance	PD_6P_Abundance	PD_70P_Abundance	PD_73P_Abundance	PD_74P_Abundance	PD_75P_Abundance	PD_76P_Abundance	PD_77P_Abundance	PD_78P_Abundance	PD_79S_Abundance	PD_7P_Abundance	PD_81P_Abundance	PD_82P_Abundance	PD_83P_Abundance	PD_84P_Abundance	PD_8P_Abundance	PD_9P_Abundance	PD_Extr_neg_plate1_Abundance	PD_Extr_neg_plate2_Abundance	PD_Extr_neg_plate3_Abundance	PD_Extr_pos_plate1_Abundance	PD_Extr_pos_plate2_Abundance	PD_Extr_pos_plate3_Abundance	PD_Lib_neg_plate1_Abundance	PD_Lib_neg_plate2_Abundance	PD_Lib_pos_plate1_Abundance	PD_Lib_pos_plate2_Abundance
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	177.6706950794	334.9598818121	100.4042571764	0	87.0301199221	351.9997073617	52.4242372321	435.1826418009	531.2326773126	0	654.3504737265	495.8835137065	721.6827552898	349.3841655903	95.4777105547	82.6247529262	438.9077012158	132.9178420398	95.6467199515	97.1746883007	71.3249691120	136.2789371123	43.6201932812	190.8223827060	146.6362635006	325.6016560884	110.2922285288	467.2600805513	154.7853789163	326.4772851839	234.7070425786	369.0908683943	268.2115374516	486.4709954310	66.4942561647	74.5079969268	334.0435683078	461.3726996902	337.7218638122	314.3205410234	154.0016785379	72.5845036842	813.8326612936	131.3958214686	125.0432744165	1120.6376315844	99.6648340566	301.0731472422	190.6563443430	482.0762700216	543.1296858675	185.1441531452	0	637.6849362916	187.1794180650	277.1532742232	591.2891870604	32.3209272974	691.7639814891	257.3906794449	189.5035194435	301.0572969720	288.5775137568	192.6100185262	207.8600489809	389.3711579151	328.0257885434	161.2535138589	292.9708498319	199.8157747356	1901.9512777178	186.5098772903	277.1152050870	0	577.9317284205	661.8826410256	0	0	277.7207077084	0	0	351.9780256806	207.1066229570	353.7272120876	933.4387020917	242.9474382856	158.6951332888	0	68.9988228278	138.5832015046	333.2498540401	114.4819796974	333.6506317914	327.7820480452	37.3139181112	321.0317781374	201.5686566709	156.1121423855	0	0	438.8998262392	197.1330854518	652.8127294078	0	0	0	343.8591823843	205.7456577751	500.0708185574	236.1463995896	588.5707272988	484.5791312702	178.8925628005	298.1253766618	501.2494276326	0	245.8208365998	890.4176629583	130.4654686053	0	167.6048920606	0	209.2907282505	102.5879493955	121.4125359000	211.1280868282	327.5327186715	0	330.4409879417	56.8977025276	0	0	63.4349528589	247.8872818090	440.7104769288	197.1730594430	402.0502117367	242.1819645975	44.3657355384	416.4761725315	605.2717029059	158.5931519460	302.5410838701	212.5801527644	0	378.8655615620	92.9287309827	107.2530982511	87.8756319219	1027.3357788460	297.0438565326	152.6896743702	318.5216161021	62.1896087972	481.2149280377	170.3886055436	111.1167998082	274.8318950120	87.1174567580	140.5255796302	209.0643128349	69.2793365200	70.0099051245	833.9154931929	105.3605811736	353.7639105406	107.1096336357	51.6121977942	218.7328615023	18.7621866870	0	178.2511605248	0	122.1179098677	287.1682822052	189.2366725219	0	0	0	0	0	2339.4681454913	0	0	1781.0237419263	1720.2686957815
PPGPPMET-PWY: ppGpp metabolism	51.3198860959	158.1768451977	41.5779946494	0	277.6749626782	129.5607866552	96.6636554680	130.2876383948	40.5865071242	0	28.7608175949	79.6892148451	81.6802038456	315.9406642661	0	159.5731508827	86.6261261849	245.5855297030	146.1188669109	133.4264139860	271.3685070883	70.1136283420	230.8089540191	237.4831567227	151.7704986387	0	0	226.7649694820	0	486.0293558810	415.3048546868	75.0758989900	35.3941754365	407.4879054702	150.1636586931	215.8137601547	199.7326596834	175.5364433671	114.4225785570	172.6132287575	123.0772655851	292.9543289323	153.1960245170	219.8627130986	102.1472082244	568.7395250490	259.3146097593	144.9938689658	209.7234430994	484.5231204269	253.8333759728	73.4755489271	0	140.6958410990	126.1376906468	105.0509460522	258.8280624229	148.5746759070	27.4416177207	31.9307511034	176.5904806608	171.1682077550	65.7206742809	75.3766417706	34.9787010012	160.3685640506	113.8301532486	228.1269056070	79.8261656458	230.6781033844	544.9566045091	176.1151322076	29.5066768406	0	223.3751835709	331.9095313998	180.4889965403	136.0893984706	106.0060013810	0	0	149.4631074318	286.5499271587	103.3464349084	279.0920281379	234.5942809315	95.5599775824	0	0	156.8082044062	145.5633155479	104.4588445100	19.0098143781	167.6313446454	297.3440504531	236.6577495482	464.2752548243	197.9875562309	0	0	163.3290720263	27.7822410520	121.8322887531	0	0	0	327.7972186447	159.2104344847	104.0034472490	214.2667147691	190.3612316012	59.7494996286	88.7031573203	215.4568428921	399.2971642016	690.4275620207	390.5165731500	165.8065651185	29.9754532945	0	112.7588899085	0	155.3182016766	39.9028260008	103.6573058844	73.4205173990	143.3019668444	151.2167906256	283.4703818242	310.7121753433	0	266.2611496614	25.7674729912	245.2663352250	177.5579278553	24.8071511313	150.2390902239	75.6482871223	239.9626288351	177.7380057193	39.9549257707	292.5368312226	127.6808431380	58.0554490666	23.6032188267	195.6235219472	154.1331566373	79.2982872108	54.1634074507	290.6563524035	283.1435219491	239.7783185736	64.5123025543	76.7017327205	68.3814920274	35.8506760407	148.9077324141	152.5051343488	338.1921316841	106.8097072449	79.8668500468	161.7304865686	0	217.3407505295	134.4075027796	272.3335774134	97.7956385334	101.8936930263	113.9859025562	45.5125676332	0	139.2358569672	0	39.1980778212	127.9768229932	157.5077142196	0	0	0	0	0	1388.7332675084	0	0	1399.5529570574	1315.2125494386
PROPFERM-PWY: superpathway of L-alanine fermentation (Stickland reaction)	0	0	0	0	0	0	0	42.3588863644	0	0	0	0	0	0	0	0	0	0	0	22.7833692252	0	0	0	0	0	0	0	0	0	0	0	0	28.0034338672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.4879636350	62.5261074073	0	0	0	0	0	51.0536445327	0	0	0	28.5099323416	0	0	0	21.0587790657	0	0	0	0	0	32.7307855503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.7789990194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.8908182319	0	0	61.4783064340	0	0	0	0	0	0	0	18.0648051585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.7796437505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway)	0	0	0	0	4.4411672138	0	0	0	0	0	0	0	0	0	0	0	0	34.3042327480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.0230578071	734.2516244518	0	0	0	0	0	0	0	0	0	0	22.6088387951	0	7.7041968881	0	0	0	0	0	0	0	0	0	0	0	12.6605073969	0	0	0	0	0	0	0	0	0	0	0	0	0	181.9367158692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.1347259212	20.8102114501	0	0	0	79.6642722357	142.6160108129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1466522702	0	0	0	0	0	32.0305572352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319.6925084963	0	0	147.6204250155	142.1209021929
PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis	143.5915628492	0	0	0	0	0	0	0	355.3551107929	0	519.7829218459	549.1552316559	0	0	0	0	306.9478187244	0	86.1756819528	0	0	0	0	161.6135724445	0	0	0	0	0	73.6394669324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207.4027748903	933.0163474158	72.6708069432	80.5612342074	0	587.1764139726	0	0	0	401.0834161487	0	0	547.6987799836	0	197.1521965799	0	0	0	0	0	0	0	0	0	0	0	1275.6174133214	0	0	0	0	0	0	0	0	0	0	0	0	415.2998875621	1057.1516668976	0	0	0	0	0	0	0	323.4360055085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423.8481338124	0	0	0	64.2538320906	0	435.9192480718	0	0	839.4801773406	0	0	24.0994321144	0	0	0	0	135.1990770126	0	0	230.2558992879	0	0	0	0	226.8931358569	209.7356471232	0	0	0	0	0	497.8171902562	0	237.4539781270	0	0	0	0	0	0	911.4896186737	0	99.6359889271	0	0	411.0388328991	0	0	0	0	0	101.2133524431	0	0	642.3210851742	0	254.6658102653	0	0	0	0	0	0	0	0	175.5180759495	0	0	0	0	0	0	2227.7877596033	0	0	1308.9050581881	1206.5818730339
PWY-101: photosynthesis light reactions	0	0	0	0	0	0	0	0	0	0	5.9630744020	0	0	0	0	0	0	0	0	0	0	14.2994754156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.0087932070	0	0	0	0	0	0	0	5.5467211353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-1042: glycolysis IV	1539.2195811365	2909.8229912896	1267.9392703859	0	3390.7044204193	2747.8871632019	849.1167419148	2448.2846968216	2177.6286955603	0	2903.0653035322	1883.7440956380	2608.0997783987	3650.0153235966	1953.4899116823	2276.5314070333	2204.7635559735	2632.8778900173	1717.1225973881	2509.3103611433	2448.0206035007	2079.8449753775	2406.0390120248	2649.2827156302	2660.6177778628	1567.3029507681	1343.8479764889	2509.2156001025	2197.1387413773	4382.5720083981	3220.2533623652	1303.5576944451	2335.9621800930	4552.1341648726	3489.8597473382	2920.6675492380	3185.2497542296	2435.9522523064	2658.6360861060	3003.7835335295	1683.9051138030	1781.4096816363	2255.8285795427	2465.9492177061	1891.4874512030	4504.7863957136	2628.1392948163	2797.4132867095	3418.8310285491	4394.5764785096	2338.5130624443	2568.6256178071	0	2812.4502698345	3319.3692935691	1897.3786517218	2886.9098182953	2128.2952286886	1996.2160396508	2123.2261709275	2317.8687393631	2556.8332273012	2646.5879592349	1409.0408636063	2143.6376859835	2351.8750146388	1678.9752601329	2695.8200436592	2098.6591968193	3289.3898921458	4851.8357931308	2820.2529994455	2663.2983074666	0	3564.3203649056	5095.0784119392	2449.9668842006	2721.3516540183	2613.2207004215	0	0	2591.4958088933	2245.6706537319	2355.8802040335	3707.3190059081	2921.6115345187	2170.4650921376	0	1153.9030553264	2714.4496382824	2004.8714972972	1101.2073087150	1672.3197463636	3011.3739328182	3644.4664078258	2191.3198586173	3875.0433441174	2706.9871945805	0	0	3249.2850966993	2636.5761403137	3850.1724622966	0	0	0	2609.5600322813	2709.7256361470	3306.4160437726	5128.5611701377	3485.6125121071	2530.8363238806	2038.5443636663	2652.3369056583	3690.2644858783	4177.8729183517	3757.2803350223	3419.0253476680	1906.7398055036	0	2565.6906395967	47.1196753600	1598.2377523518	1362.3526855107	1319.4675683473	1823.4036619274	2386.7614273333	1964.1463684499	2247.7405068524	3007.2530638755	0	2446.6754726981	931.1861179268	2200.2803960934	2451.9754995581	1488.8355250982	2636.4714382392	1232.0541347602	2350.8470807702	2370.6392992618	2149.9763145119	2189.1426983189	1986.0558729476	1511.3195814071	39.6314873342	2407.3538044984	1144.7915261664	1698.5446893846	1562.3033288255	2878.6523728181	3897.6978244364	3223.6139476656	1953.2063829229	837.4043249494	1877.8774681183	1385.2216257948	1926.2435294352	1979.4385147412	1707.4938204466	1774.3995558930	1254.1924596849	1644.2546046809	525.7222005729	2166.7340902878	1668.7446379302	1595.0595359964	1683.2622783492	1135.7471691674	2301.9874648207	2002.2450390427	0	2109.0477544897	0	1118.7626846837	1978.5325933430	2270.9148417308	0	0	0	0	0	5181.3067770817	0	0	3178.7854573992	3076.7838814162
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis	143.0798118623	301.3023448483	101.8940326974	0	207.0252875117	283.6530064316	104.8767035652	260.3799766398	852.2954015058	0	725.9320849186	892.1114419376	107.9260633417	169.2057267410	269.8194157426	171.7794899929	583.7682681019	153.8806194058	158.9447663466	232.1782872635	156.1621914313	185.8997858949	338.5996148204	302.6360155421	13.9562485175	79.0878669417	307.8460291130	218.1395980372	99.6278220689	235.8983047641	220.3425500832	547.4206097130	133.2772990198	229.0652405769	140.1899104784	124.2801430161	278.2284797167	206.7978691199	382.7450147841	338.7105003313	101.8190650924	112.9262623949	175.7359300472	105.7757631677	273.2624742576	985.7433688275	0	318.1451512218	61.5397760268	215.8449187580	457.8329328527	215.5642865947	0	781.1360704300	456.3780235954	325.5590106976	635.3266190962	54.2680750797	535.0637847997	701.4488720394	171.7846882853	72.5341680973	234.7552364457	107.2574859691	366.9026281752	401.9335246814	334.1514030098	360.7689750244	238.3997798467	284.6043802910	1528.1083354760	105.2725001102	89.9918866757	0	234.1010435897	324.9061506894	220.5304527277	38.1032563570	177.1413477409	0	0	524.1471713784	131.4410270528	596.7585345816	1323.5985061218	290.1217926800	259.1140114894	0	281.4311869571	232.8601127210	193.4163484851	444.0581831477	697.5204240556	374.4052712921	83.5310818864	175.1570255598	139.7942951751	282.5635449953	0	0	312.5481906913	394.4985986530	569.8839576839	0	0	0	240.4648672142	54.9328529349	876.3517411608	209.0749452456	344.1699380044	316.2519705089	311.8885536988	167.0208185630	675.1827156362	232.7730133923	119.6249998240	925.7376177484	28.8714837769	0	126.0336881342	0	104.4570975306	115.6775103089	80.3440711342	296.2845687366	337.8538930881	271.1491342709	287.5939065362	44.6122763485	0	24.9764755505	115.1702222665	475.1968629465	216.5335509469	315.7687906921	164.4796689959	220.1961190793	41.2607460581	115.4892576588	785.3281492069	104.0338943096	393.8037852638	199.2576539264	0	251.5340258965	215.9033666927	201.9058478744	582.7292089624	959.4886813429	150.0714512797	365.5123052364	305.5953936070	238.1697394763	605.6799461716	189.1621405993	20.3850556010	259.8593407164	86.6526738533	61.8979353606	186.8765050093	65.0545708674	17.8038361382	456.2659733828	117.4344070512	576.3094170766	198.0718961001	172.4464147283	335.0209355756	0	0	114.7807918249	0	139.7456828505	268.5388747574	130.9021697683	0	0	0	0	0	3181.7802323254	0	0	1112.6732403008	1058.3671810234
PWY-1501: mandelate degradation I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.3243469996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)	647.8373508006	222.1979311744	157.1032264974	0	842.2557904159	466.3922991946	151.3317424382	391.2158168214	209.2046083389	0	1296.7249613960	360.0481485016	586.4080607099	300.5258224792	341.6562474329	748.3510156127	271.7335174150	647.7842185330	261.7895235154	946.3652522020	658.8610476834	138.9549835687	947.6755764651	229.6806021895	343.2818456083	467.6932269366	117.0851238783	344.1518829412	0	268.1782847456	998.5452127128	62.5010713070	411.7121224587	661.2380092327	728.7547523504	1251.6112026748	643.3184678053	616.8720242625	130.4413269320	1155.0566652778	560.6398315593	207.1971056312	471.8319625907	775.2353031997	368.0417236646	181.5832759854	960.0941561050	111.2182097758	523.4005901433	871.6953310039	421.0446980511	434.9675404008	0	723.1162382522	604.3940160836	251.0684370884	175.0916692999	183.6569481284	222.7926197103	488.9415957045	407.6489411148	700.4482282126	386.2316481480	262.5872211318	498.1851196486	167.8900622637	44.3556575594	343.4903744325	426.7502640687	232.5755568948	968.1981793022	533.4391329516	319.4012099102	0	663.0312480912	515.1327927239	479.4468605002	303.7693940897	462.1175192144	0	0	78.7493343899	495.4362526103	1147.7124213990	160.4084912308	533.1236214139	97.9127582447	0	164.4130926132	283.2738950648	514.9110508866	266.7527377828	372.6067567109	527.1455983350	158.2591941008	445.7631482451	1922.4297875357	431.5981151316	0	0	574.0839884104	95.2168027718	149.2705788633	0	0	0	692.2990131120	425.6221952349	790.3153662906	1032.8398816733	750.7904203405	300.5181651441	236.6852691847	458.5583718180	987.8155159710	812.0788107997	795.5554939823	58.0608582199	30.5901834124	0	240.2862212030	0	283.6863649404	431.7320940155	248.2851147091	86.9329674594	30.8921278144	509.8404309429	696.6046138864	665.5927320768	0	514.6211771598	176.3762526513	155.5777954216	0	99.1543673709	738.2352039635	235.6689503059	722.4273900680	0	583.8050442893	740.8091941250	481.4897084927	87.2971126481	0	835.7713181595	216.0541715342	357.8378556356	108.5792812172	267.1183655174	633.5978778317	683.3370500157	468.2744572527	41.8826938856	335.7268278561	100.1999363068	537.9730148058	359.2133662542	393.2190687192	364.7021142212	249.5684076682	416.7499418359	122.9009516216	393.9953777799	456.2496709671	559.3484219886	244.3899874431	347.0921843232	481.6600847414	333.6502119307	0	655.6022970131	0	345.2295545180	315.2354347931	1464.1176913489	0	0	0	0	0	1961.5375265877	0	0	2159.8928318979	1829.4711028783
PWY-2201: folate transformations I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.9331490166	0	0	66.8511783264	66.6777028881
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	357.2229972411	264.2418524434	168.9774382950	0	255.5032640554	0	31.6719660374	0	844.4671424963	0	844.8633104729	786.5950454346	0	260.6705005841	122.8872085145	82.3837000418	573.9814419909	588.6345536491	359.4120153838	42.5331879784	96.6601692368	143.6844362771	83.6331802406	335.9364329821	91.7327036865	223.2216547688	215.3729979317	187.1176695107	165.3010500349	155.0201183687	153.7601217216	29.2246613991	251.8972454892	823.1027166908	283.8826344589	223.6835511673	386.2523396056	0	0	84.9447604762	223.0043433763	137.1369980114	262.3749774034	83.6572596656	67.0389760071	1542.3478838690	141.2700649089	213.7712198121	212.4630287913	350.4188709413	529.3408852018	719.9927970153	0	662.2819387171	327.2380863600	487.6422715040	524.2190870679	48.4424274614	513.9556047021	209.8332146858	122.9981091819	74.2363412862	32.6501689178	164.4198984169	115.5246948605	505.8287763098	158.6502701378	152.0950714300	96.1114818324	195.2089926847	2090.4574256430	231.8287189125	406.9579903352	0	244.7301642062	75.1560011940	52.1323429936	174.8106365940	154.2384655492	0	0	661.3109484506	540.8808279118	456.2959716071	1425.3071408297	481.9437639405	0	0	379.2192458322	62.3994121781	367.0196936800	68.9670175656	545.3954024695	119.0449942572	889.7824093071	89.1873376808	276.5750050245	48.9283642055	0	0	0	0	42.1170319619	0	0	0	236.1731640458	17.4550649848	613.9565137227	470.9199180407	207.6355938385	66.0489036291	209.8415313919	98.3171870121	900.3231968015	409.6508038218	395.0966034494	1290.8132984997	195.9711300357	0	190.1483631143	0	324.7587044458	101.2748268908	35.2321770143	448.9422676889	204.4149510200	99.7333196696	102.3268843708	216.8595398409	0	18.7192295087	168.9994832961	466.7892626843	576.9920381668	307.7642101187	472.1249117073	205.3376302227	486.0828723665	313.4771169661	640.3815091995	399.5954110649	504.1024421539	124.1608828129	0	350.7539860058	51.3217224121	25.4703120316	294.7756141519	1077.0469644373	557.4414228770	394.6622790431	490.6631903926	0	710.8776155557	256.7668511838	177.2139699598	299.2105827869	24.2187921993	139.8666428874	212.4290251672	152.4808300213	41.9293412786	904.2577830337	83.4033014904	423.6048575755	108.5450874580	38.1312764977	78.8122686069	135.0451833695	0	131.2881330553	0	40.0865086457	116.7404373076	716.3060153971	0	0	0	0	0	866.3849988104	0	0	1058.4624300140	1008.3892313470
PWY-2941: L-lysine biosynthesis II	807.4992664002	471.3735757003	559.5082366707	0	1111.3411974188	630.6253302589	219.9112807898	502.9200832996	639.3724326105	0	1252.9015035060	586.2698897811	590.4087959710	1091.2406553902	785.6439688719	269.4342452796	574.2609258985	1282.4535707875	280.0127387564	228.2607119068	532.5124461118	629.7636920126	575.7527374586	639.0692855670	266.9347762569	687.6860123932	413.2331518042	717.9991537066	648.9194627941	662.9395970499	628.7892817072	824.1246297700	851.3414874032	721.8439437287	1074.7177243459	92.2957733671	897.9722705549	251.5351467534	190.6195373131	446.1516963106	551.1666806340	439.3873128770	1212.8301030122	734.3671064615	269.5004247372	975.2038553917	230.4255697982	427.5325436388	504.5714759566	572.9876672750	168.2633680148	862.6951363308	0	226.1652335700	58.8996113316	439.8296865246	582.1312648488	411.2279236014	1225.9906141973	490.6642943438	554.4672229491	390.1426432228	430.8767114820	91.9395997987	350.1079113156	952.0582936456	254.2282148959	614.3774134433	414.5930085928	392.5756313635	884.5999051790	710.1358850037	1447.2314052698	0	539.0058855702	472.5349608457	161.7945883158	723.1307995422	381.3263659420	0	0	96.1317569128	238.4705909063	513.7988768746	420.3650593615	1005.3051256694	107.9225479326	0	120.4351522274	419.4712381419	280.4794317027	605.9257876919	681.1233648826	800.5786000293	1424.1773108079	232.0802713926	589.0961315113	38.9621609365	0	0	1001.9916451626	76.9318429197	639.1303789680	0	0	0	267.1126944119	379.8093728772	1128.7770489696	367.5500993071	583.6825638723	361.5828183631	441.4796059391	185.4957356446	571.2722899971	984.6545830084	709.3866953132	656.3823127342	215.8689539039	0	552.0815086320	0	559.0269934377	283.0698633270	212.2462213482	656.7714176326	235.3798333720	293.1353138435	169.5548948599	889.5209786360	0	84.8110490066	221.2605276230	744.8870621338	1017.3016925113	617.9874369019	1838.3321857903	123.1203575052	666.9725669073	486.1055262702	821.1442674817	641.6910287169	558.7664018091	258.0808065508	0	159.0529415228	534.8210214502	169.4458858759	1021.0822759224	736.0411864370	690.5208048168	258.5177703902	1178.7867337893	226.0928066332	251.7512588101	390.0977313112	157.6612190205	238.6826283743	669.5898462540	380.0141698037	118.1261686285	609.6498029230	133.9670201323	694.6502848442	139.2912275640	472.7861289768	132.1613217346	455.7784242801	201.6998882671	475.4768163779	0	228.9730490539	0	127.3592968822	915.9672395300	675.3153915932	0	0	0	0	0	2679.1478208870	0	0	2499.0780868865	2393.1309021228
